web_scraper_order,web_scraper_start_url,nom,prix,adresse,conteneur,image_lien
"1772321144-680","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","250 000 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5344905",""
"1772321145-592","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","160 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4223486","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772321146-681","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","180 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5347115",""
"1772321147-593","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","97 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4223524","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772321149-594","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","160 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4223526","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772321149-682","https://sn.coinafrique.com/categorie/moutons?page=1","Moutons","195 000 CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-5349203",""
"1772321151-683","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","225 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5349513",""
"1772321152-595","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","260 000 CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4226905","https://images.coinafrique.com/thumb_4258464_uploaded_image1_1686868865.jpg"
"1772321153-684","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","200 000 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-5351264",""
"1772321154-596","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","320 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4227161","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772321155-685","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","500 CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5355058",""
"1772321157-597","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","8 000 000 CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4228460","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1772321158-686","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","130 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5362037",""
"1772321159-598","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","800 000 CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4228472","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1772321160-687","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","450 000 CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5362962",""
"1772321161-599","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","170 000 CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4229136","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1772321163-688","https://sn.coinafrique.com/categorie/moutons?page=1","Ladoum Azowate","125 000 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoum-azowate-5390051",""
"1772321164-600","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-4231235","https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg"
"1772321165-689","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","550 000 CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5401936",""
"1772321166-601","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","380 000 CFA","Fatick, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4231286","https://images.coinafrique.com/thumb_4236443_uploaded_image1_1685486347.jpg"
"1772321167-690","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton  ladoum","100 000 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5416626",""
"1772321168-602","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","500 000 CFA","Fatick, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4236443","https://images.coinafrique.com/thumb_4236443_uploaded_image1_1685486347.jpg"
"1772321169-691","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton  ladoum","550 CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5430741",""
"1772321171-603","https://sn.coinafrique.com/categorie/moutons?page=3","Bélier","Prix sur demande","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/belier-4237485","https://images.coinafrique.com/thumb_4237485_uploaded_image2_1685558172.jpeg"
"1772321172-692","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","800 000 CFA","Malikounda, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5454220",""
"1772321173-604","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","450 000 CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4237665","https://images.coinafrique.com/thumb_5521645_uploaded_image1_1757668518.jpg"
"1772321174-693","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","800 000 CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5513111",""
"1772321175-605","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","250 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4242404","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772321176-694","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","550 CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5521645",""
"1772321178-606","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","350 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-4242585","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772321179-695","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","200 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5543556",""
"1772321180-607","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4247736","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772321181-696","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","200 000 CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5561288",""
"1772321182-608","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4247740","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772321183-697","https://sn.coinafrique.com/categorie/moutons?page=1","Mâles ladoum","300 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/males-ladoum-5570235",""
"1772321185-609","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4247742","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772321186-698","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","1 000 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5571703",""
"1772321187-610","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4247744","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772321188-699","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton ladoum","1 000 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5590609",""
"1772321189-611","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Azawat","400 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-4248460","https://images.coinafrique.com/thumb_4265640_uploaded_image1_1687383347.jpg"
"1772321190-700","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","1 000 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5594186",""
"1772321192-612","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","400 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4250864","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1772321193-701","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","800 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5630102",""
"1772321194-613","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","800 000 CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4251926","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1772321195-702","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","125 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5630109",""
"1772321196-614","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","250 000 CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4252068","https://images.coinafrique.com/thumb_4252068_uploaded_image1_1686495864.jpg"
"1772321197-703","https://sn.coinafrique.com/categorie/moutons?page=1","Fauteuil pliable","50 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/fauteuil-pliable-5641122",""
"1772321199-615","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum","400 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4252367","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1772321200-704","https://sn.coinafrique.com/categorie/moutons?page=1","Ladoum","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoum-5704358",""
"1772321201-616","https://sn.coinafrique.com/categorie/moutons?page=3","Bélier","475 000 CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/belier-4253138","https://images.coinafrique.com/thumb_4253138_uploaded_image1_1686569913.jpg"
"1772321202-705","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","95 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-5713625",""
"1772321203-617","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton azwat","250 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azwat-4256261","https://images.coinafrique.com/thumb_4256261_uploaded_image1_1686746544.jpg"
"1772321204-706","https://sn.coinafrique.com/categorie/moutons?page=1","Femelle Ladoum","400 CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-5714511",""
"1772321206-618","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","13 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4257202","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772321207-707","https://sn.coinafrique.com/categorie/moutons?page=1","Femelle métisse ladoum","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-metisse-ladoum-5716188",""
"1772321208-619","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","350 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4224488","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1772321209-708","https://sn.coinafrique.com/categorie/moutons?page=1","Femelle Ladoum","300 000 CFA","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-5731575",""
"1772321210-620","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","140 000 CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4258464","https://images.coinafrique.com/thumb_4258464_uploaded_image1_1686868865.jpg"
"1772321211-709","https://sn.coinafrique.com/categorie/moutons?page=1","Mâle ladoum","650 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/male-ladoum-5777868",""
"1772321213-621","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","135 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4259471","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772321214-710","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","650 000 CFA","Ndiass, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5779027",""
"1772321216-711","https://sn.coinafrique.com/categorie/moutons?page=1","Femelle Ladoum","400 CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-5796356",""
"1772321219-622","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","700 CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4259601","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1772321221-623","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4259620","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1772321223-624","https://sn.coinafrique.com/categorie/moutons?page=3","Mouron","400 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouron-4260033","https://images.coinafrique.com/thumb_4260033_uploaded_image1_1687006073.jpg"
"1772321225-625","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","115 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4260472","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772321228-626","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","400 000 CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4260583","https://images.coinafrique.com/thumb_5331651_uploaded_image1_1747411805.jpg"
"1772321230-627","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","130 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4260735","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772321233-628","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4261058","https://images.coinafrique.com/thumb_5334036_uploaded_image1_1747578346.jpg"
"1772321235-629","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","145 CFA","Diourbel, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4261323","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1772321237-630","https://sn.coinafrique.com/categorie/moutons?page=3","Bélier","500 000 CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/belier-4261540","https://images.coinafrique.com/thumb_4261540_uploaded_image1_1687133074.jpg"
"1772321240-631","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","350 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4263512","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772321242-632","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4264167","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1772321244-633","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Azawat","400 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-4265640","https://images.coinafrique.com/thumb_4265640_uploaded_image1_1687383347.jpg"
"1772321247-634","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","90 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-4265763","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772321249-635","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum","750 000 CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4265814","https://images.coinafrique.com/thumb_4719240_uploaded_image1_1714554654.jpg"
