web_scraper_order,web_scraper_start_url,nom,prix,adresse,conteneur,image_lien
"1772319867-271","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton mâle ladoum","1 200 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-male-ladoum-3409172",""
"1772319868-181","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","375 000 CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3179377","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1772319869-272","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","700 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3414402",""
"1772319871-182","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","350 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3180224","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772319872-273","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","Prix sur demande","Touba, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3417843",""
"1772319873-183","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton Métisse Ladoum","250 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-metisse-ladoum-3180227","https://images.coinafrique.com/thumb_3180227_uploaded_image1_1624061168.jpg"
"1772319874-274","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","Prix sur demande","Touba, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3417856",""
"1772319875-184","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton de Tabaski","110 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-3180230","https://images.coinafrique.com/thumb_5316393_uploaded_image1_1746633254.jpg"
"1772319876-275","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","Prix sur demande","Touba, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3421875",""
"1772319878-185","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton de tabaski","200 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-3181349","https://images.coinafrique.com/thumb_5351264_uploaded_image1_1748542637.jpg"
"1772319879-276","https://sn.coinafrique.com/categorie/moutons?page=6","Couple mouton Ladoum","1 300 000 CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/moutons/couple-mouton-ladoum-3422330",""
"1772319880-186","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton de tabaski","200 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-3181418","https://images.coinafrique.com/thumb_5351264_uploaded_image1_1748542637.jpg"
"1772319881-277","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton  ladoum","Prix sur demande","Touba, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3424687",""
"1772319882-187","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","450 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3181577","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1772319883-278","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","250 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3429263",""
"1772319885-188","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","300 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3182105","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772319886-279","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton femelle Ladoum","150 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3429271",""
"1772319887-189","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","260 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3182484","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772319888-280","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum Pur sang","Prix sur demande","Touba, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-pur-sang-3434097",""
"1772319890-281","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3442590",""
"1772319891-190","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","160 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3182534","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772319893-191","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3182701","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772319893-282","https://sn.coinafrique.com/categorie/moutons?page=6","Couple Ladoum","1 700 000 CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/moutons/couple-ladoum-3445236",""
"1772319895-192","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","230 000 CFA","Diourbel, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3182889","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1772319895-283","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","300 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3446605",""
"1772319898-193","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton femelle Ladoum","400 000 CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3183165","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1772319898-284","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3448101",""
"1772319900-194","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton  Ladoum","400 000 CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3183168","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1772319900-285","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3448105",""
"1772319902-195","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","270 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3184064","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772319903-286","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3448107",""
"1772319905-196","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","900 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3185046","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772319906-287","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3451581",""
"1772319907-197","https://sn.coinafrique.com/categorie/moutons?page=8","Moutons","300 000 CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3185715","https://images.coinafrique.com/thumb_5513111_uploaded_image1_1757248013.jpg"
"1772319908-288","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","350 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3454225",""
"1772319910-198","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","110 000 CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3186295","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1772319910-289","https://sn.coinafrique.com/categorie/moutons?page=6","Agneau","100 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/agneau-3454236",""
"1772319912-199","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","380 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3187248","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772319913-290","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","250 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3454257",""
"1772319914-200","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton Ladoum","380 000 CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3187256","https://images.coinafrique.com/thumb_4905476_uploaded_image1_1724281103.jpg"
"1772319915-291","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","50 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3456563",""
"1772319917-201","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","350 000 CFA","Diourbel, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3188982","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1772319918-292","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","300 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3456566",""
"1772319919-202","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton Ladoum","850 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3190361","https://images.coinafrique.com/thumb_5321660_uploaded_image1_1746897337.jpg"
"1772319920-293","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Azawate","350 000 CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawate-3486760",""
"1772319922-203","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton Ladoum","750 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3191637","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1772319922-294","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","200 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3496815",""
"1772319924-204","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","300 000 CFA","Kaolack, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3191774","https://images.coinafrique.com/thumb_3754057_uploaded_image1_1655926556.jpg"
"1772319925-295","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Azawate pur sang","500 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawate-pur-sang-3503706",""
"1772319926-205","https://sn.coinafrique.com/categorie/moutons?page=8","Moutons","135 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3191902","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1772319927-296","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","150 000 CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3515632",""
"1772319929-206","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","165 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3191908","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1772319929-297","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","400 000 CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3525532",""
"1772319931-207","https://sn.coinafrique.com/categorie/moutons?page=8","Moutons","200 000 CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3192678","https://images.coinafrique.com/thumb_5242287_uploaded_image2_1742488655.jpeg"
"1772319932-298","https://sn.coinafrique.com/categorie/moutons?page=6","Femelle Ladoum","300 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3526953",""
"1772319933-208","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton ladoum","500 000 CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3193054","https://images.coinafrique.com/thumb_3193054_uploaded_image1_1624718835.jpg"
"1772319934-299","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","600 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3527221",""
"1772319936-209","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton Ladoum","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3193500","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1772319936-300","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoume","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoume-3537709",""
"1772319938-210","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","110 000 CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3193581","https://images.coinafrique.com/thumb_5334036_uploaded_image1_1747578346.jpg"
"1772319939-301","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Géniteur Ladoum","500 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-geniteur-ladoum-3543117",""
"1772319940-211","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton ladoume","6 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoume-3194082","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1772319941-302","https://sn.coinafrique.com/categorie/moutons?page=6","Géniteur Ladoum","500 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/geniteur-ladoum-3543142",""
"1772319943-212","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3194149","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772319943-303","https://sn.coinafrique.com/categorie/moutons?page=6","Femmelle métisse Ladoum","100 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femmelle-metisse-ladoum-3543145",""
"1772319945-213","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton tabaski","150 000 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-3194403","https://images.coinafrique.com/thumb_5351264_uploaded_image1_1748542637.jpg"
"1772319946-304","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","400 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3552558",""
"1772319947-214","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton Azawatt","275 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawatt-3194610","https://images.coinafrique.com/thumb_4785420_uploaded_image1_1717796700.jpg"
"1772319948-305","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton femelle Ladoum","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3560816",""
"1772319950-215","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","225 000 CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3195290","https://images.coinafrique.com/thumb_5242287_uploaded_image2_1742488655.jpeg"
"1772319950-306","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton femelle Ladoum","300 000 CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3566393",""
"1772319952-216","https://sn.coinafrique.com/categorie/moutons?page=8","Ladoum femelle","4 000 000 CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoum-femelle-3196019","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1772319953-307","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton femelle Ladoum","600 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3571469",""
"1772319955-217","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","350 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3196466","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772319955-308","https://sn.coinafrique.com/categorie/moutons?page=6","Femelles ladoum pur sang","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelles-ladoum-pur-sang-3584679",""
"1772319957-218","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","250 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3196624","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772319957-309","https://sn.coinafrique.com/categorie/moutons?page=6","Femelle Ladoum","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3585311",""
"1772319959-219","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","170 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3196628","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772319960-310","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton mâle","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-male-3586498",""
"1772319962-220","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","150 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3196963","https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg"
"1772319962-311","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","600 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3587538",""
"1772319964-221","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","Prix sur demande","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3198206","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1772319992-222","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton Ladoum","400 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3198242",""
"1772319992-312","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton mâle","850 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-male-3596103",""
"1772319994-223","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","250 000 CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3198550","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1772319996-313","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","110 000 CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3607678",""
"1772319998-224","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","190 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3198836",""
"1772319998-314","https://sn.coinafrique.com/categorie/moutons?page=6","Agnelle","Prix sur demande","Touba, Sénégal","https://sn.coinafrique.com/annonce/moutons/agnelle-3609506",""
"1772320001-225","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","180 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3198840","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1772320003-226","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","400 000 CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3198958","https://images.coinafrique.com/thumb_4905476_uploaded_image1_1724281103.jpg"
"1772320005-227","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","300 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3199275","https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg"
"1772320007-315","https://sn.coinafrique.com/categorie/moutons?page=6","Agneaux Ladoum","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/agneaux-ladoum-3612958",""
"1772320008-228","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","200 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3200136","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1772320009-316","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","70 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3639060",""
"1772320010-229","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","125 000 CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3200161","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1772320012-317","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Kharr Yarr","58 000 CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-kharr-yarr-3644252",""
"1772320013-230","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","150 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3201369","https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg"
"1772320014-318","https://sn.coinafrique.com/categorie/moutons?page=6","Femelle azawatte pur sang - agneau ladoum","300 CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-azawatte-pur-sang-agneau-ladoum-3646261",""
"1772320015-231","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","160 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3201372","https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg"
"1772320017-232","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","160 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3201379","https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg"
"1772320017-319","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","600 000 CFA","Kaolack, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3651908",""
"1772320019-320","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","280 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3652312",""
"1772320020-233","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","175 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3202906","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772320022-234","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","225 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3204480","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1772320024-235","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","800 000 CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3204555","https://images.coinafrique.com/thumb_5416626_uploaded_image1_1752150844.jpg"
"1772320024-321","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","800 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3652330",""
"1772320026-322","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","Prix sur demande","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3653521",""
"1772320027-236","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","275 000 CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3204834","https://images.coinafrique.com/thumb_3204834_uploaded_image1_1625246273.jpg"
"1772320029-237","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","275 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3204846","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1772320029-323","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton azawatte + agneau","300 CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawatte-agneau-3656187",""
"1772320031-238","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","180 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3205330","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772320031-324","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","500 000 CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3657180",""
"1772320033-325","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","300 CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3660872",""
"1772320034-239","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","140 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3205339","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772320036-240","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","300 000 CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3205391","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1772320036-326","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Azawat","500 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-3667710",""
"1772320038-241","https://sn.coinafrique.com/categorie/moutons?page=8","Femelle Ladoum","900 000 CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3206471","https://images.coinafrique.com/thumb_3206471_uploaded_image1_1625316470.jpg"
"1772320038-327","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","70 000 CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3668212",""
"1772320040-328","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","500 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3672395",""
"1772320041-242","https://sn.coinafrique.com/categorie/moutons?page=8","Mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-3207795","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1772320043-243","https://sn.coinafrique.com/categorie/moutons?page=8","Moutons","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-3207881","https://images.coinafrique.com/thumb_4127293_uploaded_image1_1678381991.jpg"
"1772320043-329","https://sn.coinafrique.com/categorie/moutons?page=5","Ladoum","800 000 CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoum-3679572",""
