web_scraper_order,web_scraper_start_url,nom,prix,adresse,image_lien,conteneur
"1772320810-297","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Bichons maltais","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5377145_uploaded_image1_1750084686.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-5377145"
"1772320812-298","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5563010_uploaded_image1_1759844917.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5379204"
"1772320814-299","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5563010_uploaded_image1_1759844917.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5379393"
"1772320817-300","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Bichons Maltais","150 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713394_uploaded_image1_1768013303.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-5383547"
"1772320819-301","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger malinois","300 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5384862_uploaded_image1_1750465161.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-5384862"
"1772320821-302","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky male","350 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5385417_uploaded_image1_1750511517.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-husky-male-5385417"
"1772320824-303","https://sn.coinafrique.com/categorie/chiens?page=2","Berger Malinois Métis","200 000 CFA","Sacré-Coeur, Dakar, Sénégal","","https://sn.coinafrique.com/annonce/chiens/berger-malinois-metis-5389289"
"1772320826-304","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_5456601_uploaded_image1_1754217248.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5397530"
"1772320828-305","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky","300 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5397542_uploaded_image1_1751222051.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5397542"
"1772320831-306","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Cane Corso","400 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5400421_uploaded_image1_1751373309.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-5400421"
"1772320833-307","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger allemand","170 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5439144_uploaded_image1_1753362359.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5425744"
"1772320835-308","https://sn.coinafrique.com/categorie/chiens?page=2","Chien Boerboell","650 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5386827_uploaded_image1_1750610656.jpg","https://sn.coinafrique.com/annonce/chiens/chien-boerboell-5386827"
"1772320838-309","https://sn.coinafrique.com/categorie/chiens?page=2","Bichon maltaise","150 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5386842_uploaded_image1_1750611237.jpg","https://sn.coinafrique.com/annonce/chiens/bichon-maltaise-5386842"
"1772320840-310","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","150 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5387119_uploaded_image2_1750623407.jpeg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5387119"
"1772320843-311","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Berger allemand","180 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5429666_uploaded_image1_1752845223.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5429666"
"1772320845-312","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon maltes","180 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5435956_uploaded_image1_1753216215.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltes-5435956"
"1772320847-313","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger allemand","150 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5439144_uploaded_image1_1753362359.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5439144"
"1772320850-314","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","120 000 CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_5443216_uploaded_image1_1753548558.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5443216"
"1772320852-315","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rottweiler","290 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5524392_uploaded_image1_1757805590.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5453153"
"1772320857-316","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots malinois de parents importés de bordeaux france","250 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5455656_uploaded_image1_1754152274.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-de-parents-importes-de-bordeaux-france-5455656"
"1772320859-317","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","350 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5456601_uploaded_image1_1754217248.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5456601"
"1772320862-318","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger allemend","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5463591_uploaded_image1_1754561119.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemend-5463567"
"1772320864-319","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger allemend","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5463591_uploaded_image1_1754561119.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemend-5463584"
"1772320867-320","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5491012_uploaded_image1_1756047419.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-5463591"
"1772320869-321","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Spizt","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671563_uploaded_image1_1765674976.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-spizt-5464950"
"1772320871-322","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Hamster syrien","5 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5465432_uploaded_image1_1754648750.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-hamster-syrien-5465432"
"1772320874-323","https://sn.coinafrique.com/categorie/chiens?page=1","Chat siamois","100 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5465444_uploaded_image1_1754649176.jpg","https://sn.coinafrique.com/annonce/chiens/chat-siamois-5465444"
"1772320876-324","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","150 000 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_5466408_uploaded_image1_1754682101.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5466408"
"1772320878-325","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand","250 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5575546_uploaded_image1_1760547251.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5467125"
"1772320881-326","https://sn.coinafrique.com/categorie/chiens?page=1","bichons mâle","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3143508_uploaded_image1_1622507623.jpg","https://sn.coinafrique.com/annonce/chiens/bichons-male-5431028"
"1772320883-327","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon","200 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5521237_uploaded_image1_1757636811.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-5474603"
"1772320886-328","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","300 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5524392_uploaded_image1_1757805590.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5480457"
"1772320888-329","https://sn.coinafrique.com/categorie/chiens?page=1","Bichon noir","130 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5482763_uploaded_image1_1755623884.jpg","https://sn.coinafrique.com/annonce/chiens/bichon-noir-5482763"
"1772320890-330","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","400 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5524392_uploaded_image1_1757805590.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5486097"
"1772320893-331","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","350 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5575546_uploaded_image1_1760547251.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5487110"
"1772320895-332","https://sn.coinafrique.com/categorie/chiens?page=1","Chien  bichons","450 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5489184_uploaded_image1_1755926050.jpg","https://sn.coinafrique.com/annonce/chiens/chien-bichons-5489184"
"1772320898-333","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Labradors","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5672239_uploaded_image1_1765736340.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-5489540"
"1772320900-334","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Labradors","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5672239_uploaded_image1_1765736340.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-5489586"
"1772320903-335","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand grand gabarit","350 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5575546_uploaded_image1_1760547251.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-grand-gabarit-5490358"
"1772320905-336","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5491012_uploaded_image1_1756047419.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5491012"
"1772320907-337","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","200 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5735854_uploaded_image1_1769103978.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5492262"
"1772320910-338","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Malinois","250 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5506845_uploaded_image1_1756907976.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5506845"
"1772320912-339","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand","350 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5575546_uploaded_image1_1760547251.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5507784"
"1772320915-340","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Pitbull","150 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5610458_uploaded_image1_1762521942.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-5512296"
"1772320917-341","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5690476_uploaded_image1_1766764470.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-5516813"
"1772320919-342","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon","200 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5521237_uploaded_image1_1757636811.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-5521237"
"1772320922-343","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","250 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5524392_uploaded_image1_1757805590.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5524392"
"1772320924-344","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot  Husky","350 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5524610_uploaded_image1_1757831632.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5524610"
"1772320927-345","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Boerboel","375 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5524708_uploaded_image1_1757840142.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-5524708"
"1772320961-346","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot pitbull","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5610458_uploaded_image1_1762521942.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-5528346"
"1772320965-347","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Golden Retriever","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5540468_uploaded_image1_1758664107.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-golden-retriever-5540468"
"1772320968-348","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Labrador","450 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5603738_uploaded_image1_1762199868.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5550994"
"1772320970-349","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","130 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5560003_uploaded_image1_1759693627.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5560003"
"1772320972-350","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky Sibérien vacciné","400 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5560240_uploaded_image1_1759709034.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-husky-siberien-vaccine-5560240"
"1772320975-351","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5563010_uploaded_image1_1759844917.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5563010"
"1772320977-352","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Presa Canario","650 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5617572_uploaded_image1_1762928156.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-presa-canario-5565180"
"1772320980-353","https://sn.coinafrique.com/categorie/chiens?page=1","Bichon Maltais frisé","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5572179_uploaded_image1_1760379385.jpg","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-frise-5572179"
"1772320982-354","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","250 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5575546_uploaded_image1_1760547251.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5575546"
"1772320984-355","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot American","170 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5579814_uploaded_image1_1760778039.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-american-5579814"
"1772320987-356","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Pitbull","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_5599056_uploaded_image1_1761928314.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-5599056"
"1772320989-357","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon maltais","125 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5601862_uploaded_image1_1762106679.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5601862"
"1772320991-358","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Labrador","400 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5603738_uploaded_image1_1762199868.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5603738"
"1772320994-359","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Pitbull Tricolor","120 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5610458_uploaded_image1_1762521942.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-tricolor-5610458"
"1772320996-360","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot","60 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5613212_uploaded_image1_1762713775.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-5613212"
"1772321023-361","https://sn.coinafrique.com/categorie/chiens?page=1","Berger Belge Malinois","Prix sur demande","Sicap Liberté, Dakar, Sénégal","","https://sn.coinafrique.com/annonce/chiens/berger-belge-malinois-5616008"
"1772321025-362","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Border Collie","140 000 CFA","Almadies, Dakar, Sénégal","","https://sn.coinafrique.com/annonce/chiens/chiots-border-collie-5616729"
"1772321030-363","https://sn.coinafrique.com/categorie/chiens?page=1","Parfum Presa Canario","Prix sur demande","Thies, Sénégal","","https://sn.coinafrique.com/annonce/chiens/parfum-presa-canario-5617572"
"1772321032-364","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Malinois","150 000 CFA","Almadies 2, Dakar, Sénégal","","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-5628715"
"1772321034-365","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Malinois","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5628892_uploaded_image1_1763507006.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5628892"
"1772321037-366","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Labradors Retriever","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5640905_uploaded_image1_1764096718.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-retriever-5640905"
"1772321039-367","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon Maltais","100 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5644579_uploaded_image1_1764272051.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5644579"
"1772321041-368","https://sn.coinafrique.com/categorie/chiens?page=1","Berger malinois charbonner","250 CFA","Thies, Sénégal","","https://sn.coinafrique.com/annonce/chiens/berger-malinois-charbonner-5649558"
"1772321044-369","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","350 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5729912_uploaded_image1_1768887074.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5664078"
"1772321046-370","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots labradors","300 000 CFA","Guediawaye, Dakar, Sénégal","","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-5667947"
"1772321053-371","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Rottweiler","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671567_uploaded_image1_1765675459.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-5671567"
"1772321055-372","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Dogue Argentin","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671568_uploaded_image1_1765675623.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-dogue-argentin-5671568"
"1772321058-373","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Labrador","250 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5672239_uploaded_image1_1765736340.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5672239"
"1772321060-374","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot malinois","250 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5690476_uploaded_image1_1766764470.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5690476"
"1772321063-375","https://sn.coinafrique.com/categorie/chiens?page=1","Berger Allemand","200 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5727097_uploaded_image1_1768728630.jpg","https://sn.coinafrique.com/annonce/chiens/berger-allemand-5697068"
"1772321065-376","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots malinois","280 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5699953_uploaded_image1_1767376903.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-5699953"
"1772321067-377","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Malinois X","200 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5701157_uploaded_image1_1767442861.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-malinois-x-5701157"
"1772321070-378","https://sn.coinafrique.com/categorie/chiens?page=1","Métisse  rock belger","75 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5707420_uploaded_image1_1767744364.jpg","https://sn.coinafrique.com/annonce/chiens/metisse-rock-belger-5707420"
"1772321072-379","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","250 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5729912_uploaded_image1_1768887074.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5708534"
"1772321074-380","https://sn.coinafrique.com/categorie/chiens?page=1","Berger Allemand","450 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5727097_uploaded_image1_1768728630.jpg","https://sn.coinafrique.com/annonce/chiens/berger-allemand-5711909"
"1772321077-381","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon Maltais","150 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713394_uploaded_image1_1768013303.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5713394"
"1772321079-382","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky femelle","350 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5729912_uploaded_image1_1768887074.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-husky-femelle-5715193"
"1772321082-383","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","180 CFA","Guediawaye, Sénégal","https://images.coinafrique.com/thumb_5724820_uploaded_image1_1768584135.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5724820"
"1772321084-384","https://sn.coinafrique.com/categorie/chiens?page=1","Bichon","200 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5727093_uploaded_image1_1768728563.jpg","https://sn.coinafrique.com/annonce/chiens/bichon-5727093"
"1772321086-385","https://sn.coinafrique.com/categorie/chiens?page=1","Berger Allemand","250 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5727097_uploaded_image1_1768728630.jpg","https://sn.coinafrique.com/annonce/chiens/berger-allemand-5727097"
"1772321089-386","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky femelle + 10kg","350 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5729912_uploaded_image1_1768887074.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-husky-femelle-10kg-5729912"
"1772321091-387","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots","325 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5735305_uploaded_image1_1769086998.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-5735305"
"1772321096-388","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Samoyède","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5735842_uploaded_image1_1769103800.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-samoyede-5735842"
"1772321098-389","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5735854_uploaded_image1_1769103978.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5735854"
"1772321100-390","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","150 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5751732_uploaded_image1_1769889114.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5751732"
"1772321103-391","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bouledogues français","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5757166_uploaded_image1_1770160169.jpg","https://sn.coinafrique.com/annonce/chiens/chiot-bouledogues-francais-5757166"
"1772321105-392","https://sn.coinafrique.com/categorie/chiens?page=1","Chien","100 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5769939_uploaded_image1_1770828331.jpg","https://sn.coinafrique.com/annonce/chiens/chien-5769939"
"1772321107-393","https://sn.coinafrique.com/categorie/chiens?page=1","Berger Belge Malinois","250 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5777856_uploaded_image1_1771313983.jpg","https://sn.coinafrique.com/annonce/chiens/berger-belge-malinois-5777856"
"1772321110-394","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots","150 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5782568_uploaded_image1_1771523397.jpg","https://sn.coinafrique.com/annonce/chiens/chiots-5782568"
